세부용도명,법정동명지번,Latitude,Longitude
유해공장,전라북도 전주시 덕진구 팔복동2가290-4,35.8537383,127.1027951
공장,전라북도 전주시 덕진구 팔복동2가339,35.8545507,127.0970644
위험물저장및처리시설,전라북도 전주시 덕진구 팔복동2가339,35.8545507,127.0970644
공장,전라북도 전주시 덕진구 팔복동2가417-10,35.8501385,127.095104
공장,전라북도 전주시 덕진구 팔복동2가441-1,35.8534342,127.0934911
위험물저장소,전라북도 전주시 덕진구 팔복동2가448-4,35.8543684,127.0930853
노인복지시설,전라북도 전주시 덕진구 팔복동2가488-1,35.8571631,127.0903055
기타노유자시설,전라북도 전주시 덕진구 팔복동2가496-17,35.8553607,127.0929599
위험물저장소,전라북도 전주시 덕진구 팔복동2가515-17,35.8570925,127.094085
아동복지시설,전라북도 전주시 덕진구 팔복동2가601-1,35.8602159,127.0905552
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가25,35.8454241,127.1025965
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가25,35.8454241,127.1025965
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가25,35.8454241,127.1025965
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가22433,35.8442937,127.0957541
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가22433,35.8442937,127.0957541
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가22433,35.8442937,127.0957541
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가27273,35.8442937,127.0957541
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가27273,35.8442937,127.0957541
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가36220,35.8442937,127.0957541
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가363-17,35.8468856,127.0881701
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가363-17,35.8468856,127.0881701
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가363-17,35.8468856,127.0881701
공장,전라북도 전주시 덕진구 팔복동3가466-3,35.852325,127.0842685
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가466-10,35.8523202,127.0843427
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동3가470-3,35.8535051,127.0852546
석유판매소,전라북도 전주시 덕진구 팔복동3가470-3,35.8535051,127.0852546
공장,전라북도 전주시 덕진구 팔복동3가825,35.8515733,127.0835498
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
유해공장,전라북도 전주시 덕진구 팔복동3가829,35.8521697,127.0823362
노인복지시설,전라북도 전주시 덕진구 산정동290-2,35.8429121,127.1721364
액화석유가스충전소,전라북도 전주시 덕진구 산정동319-33,35.8422486,127.1752626
액화석유가스충전소,전라북도 전주시 덕진구 산정동319-33,35.8422486,127.1752626
액화석유가스충전소,전라북도 전주시 덕진구 산정동319-33,35.8422486,127.1752626
노인복지시설,전라북도 전주시 덕진구 산정동420-6,35.830914,127.1763484
어린이집,전라북도 전주시 덕진구 산정동767,35.842432,127.1719222
병원,전라북도 전주시 덕진구 산정동852-1,35.8399667,127.1671913
한방병원,전라북도 전주시 덕진구 산정동857-2,35.8392589,127.1681894
노인복지시설,전라북도 전주시 덕진구 금상동13971,35.839148,127.1925031
노인복지시설,전라북도 전주시 덕진구 금상동221-3,35.8547544,127.1940208
기타노유자시설,전라북도 전주시 덕진구 금상동282-3,35.8513886,127.1997773
액화가스판매소,전라북도 전주시 덕진구 금상동526-7,35.8542152,127.1933143
노인복지시설,전라북도 전주시 덕진구 금상동535-1,35.8534334,127.1905844
노인복지시설,전라북도 전주시 덕진구 금상동744-3,35.8451003,127.1859743
노인복지시설,전라북도 전주시 덕진구 금상동888-1,35.839203,127.1857002
보건소,전라북도 전주시 덕진구 금상동1295-4,35.8397635,127.1852761
초등학교,전라북도 전주시 덕진구 우아동1가883-19,35.828032,127.17536
노유자시설,전라북도 전주시 덕진구 우아동1가916-14,35.8277448,127.1742252
노인복지시설,전라북도 전주시 덕진구 우아동1가916-14,35.8277448,127.1742252
노유자시설,전라북도 전주시 덕진구 우아동1가916-14,35.8277448,127.1742252
어린이집,전라북도 전주시 덕진구 우아동1가1101-4,35.825633,127.1722472
사회복지시설,전라북도 전주시 덕진구 우아동1가1101-8,35.825334,127.1717645
영유아보육시설,전라북도 전주시 덕진구 우아동1가1103-7,35.8246778,127.1709689
노인복지시설,전라북도 전주시 덕진구 우아동2가558-1,35.834073,127.1680908
노유자시설,전라북도 전주시 덕진구 우아동2가561-4,35.8343115,127.1679123
한의원,전라북도 전주시 덕진구 우아동2가563,35.8346715,127.167706
병원,전라북도 전주시 덕진구 우아동2가808-7,35.8384685,127.1663824
기타아동관련시설,전라북도 전주시 덕진구 우아동2가855-2,35.8377862,127.166643
노인복지시설,전라북도 전주시 덕진구 우아동2가873-1,35.8342553,127.1693053
중학교,전라북도 전주시 덕진구 우아동2가888-1,35.8323676,127.1702913
어린이집,전라북도 전주시 덕진구 우아동2가895-5,35.8323557,127.1718354
기타노유자시설,전라북도 전주시 덕진구 우아동2가898-9,35.8327538,127.1724511
영유아보육시설,전라북도 전주시 덕진구 우아동2가910-3,35.8289314,127.1705008
위험물저장소,전라북도 전주시 덕진구 우아동3가254-22,35.8477771,127.1645491
기타위험물저장처리시설,전라북도 전주시 덕진구 우아동3가282,35.8453139,127.1641764
노인복지시설,전라북도 전주시 덕진구 우아동3가368-3,35.8424152,127.1657156
기타위험물저장처리시설,전라북도 전주시 덕진구 우아동3가375-1,35.8435723,127.1658242
유치원,전라북도 전주시 덕진구 우아동3가473-2,35.8460582,127.158596
어린이집,전라북도 전주시 덕진구 우아동3가473-6,35.8456315,127.1586636
위험물제조소,전라북도 전주시 덕진구 우아동3가552,35.8524273,127.1603333
어린이집,전라북도 전주시 덕진구 우아동3가602-72,35.854127,127.1527426
종합병원,전라북도 전주시 덕진구 우아동3가734-21,35.8464607,127.1534009
종합병원,전라북도 전주시 덕진구 우아동3가734-21,35.8464607,127.1534009
종합병원,전라북도 전주시 덕진구 우아동3가734-21,35.8464607,127.1534009
종합병원,전라북도 전주시 덕진구 우아동3가734-21,35.8464607,127.1534009
중학교,전라북도 전주시 덕진구 우아동3가743-10,35.8546131,127.1565006
초등학교,전라북도 전주시 덕진구 우아동3가743-149,35.8517913,127.1563943
노인복지시설,전라북도 전주시 덕진구 우아동3가744-139,35.8508605,127.1586183
사회복지시설,전라북도 전주시 덕진구 우아동3가746-58,35.8500598,127.1597228
노인복지시설,전라북도 전주시 덕진구 우아동3가748-75,35.8460731,127.1544213
기타위험물저장처리시설,전라북도 전주시 덕진구 우아동3가749-52,35.8443294,127.1548483
유치원,전라북도 전주시 덕진구 우아동3가750-50,35.8454609,127.1558093
의료시설,전라북도 전주시 덕진구 우아동3가752-4,35.8481301,127.1581744
병원,전라북도 전주시 덕진구 우아동3가752-5,35.8481876,127.1584052
병원,전라북도 전주시 덕진구 우아동3가752-46,35.848305,127.1587051
노인복지시설,전라북도 전주시 덕진구 우아동3가756-5,35.8429704,127.1551273
중학교,전라북도 전주시 덕진구 호성동1가210-5,35.8642084,127.1571452
액화석유가스충전소,전라북도 전주시 덕진구 호성동1가347-22,35.8661963,127.159661
위험물저장및처리시설,전라북도 전주시 덕진구 호성동1가362-14,35.8712677,127.1584757
위험물저장및처리시설,전라북도 전주시 덕진구 호성동1가362-14,35.8712677,127.1584757
액화가스판매소,전라북도 전주시 덕진구 호성동1가412-1,35.8707801,127.1566792
액화석유가스충전소,전라북도 전주시 덕진구 호성동1가428,35.8731144,127.1573089
액화석유가스충전소,전라북도 전주시 덕진구 호성동1가428,35.8731144,127.1573089
액화석유가스충전소,전라북도 전주시 덕진구 호성동1가428,35.8731144,127.1573089
영유아보육시설,전라북도 전주시 덕진구 호성동1가456,35.8712701,127.1543242
기타노유자시설,전라북도 전주시 덕진구 호성동1가488-1,35.8691614,127.1536047
액화석유가스충전소,전라북도 전주시 덕진구 호성동1가587-4,35.8622781,127.1517989
액화석유가스충전소,전라북도 전주시 덕진구 호성동1가587-4,35.8622781,127.1517989
액화석유가스충전소,전라북도 전주시 덕진구 호성동1가587-4,35.8622781,127.1517989
위험물저장및처리시설,전라북도 전주시 덕진구 호성동1가636-8,35.8631111,127.1554129
기타노유자시설,전라북도 전주시 덕진구 호성동1가665,35.8603501,127.1603815
대학교,전라북도 전주시 덕진구 호성동1가681-15,35.8582266,127.158443
대학교,전라북도 전주시 덕진구 호성동1가681-15,35.8582266,127.158443
노유자시설,전라북도 전주시 덕진구 호성동1가686-1,35.8603581,127.1595986
영유아보육시설,전라북도 전주시 덕진구 호성동1가718,35.8554163,127.1520403
초등학교,전라북도 전주시 덕진구 호성동1가736,35.8566213,127.1511373
초등학교,전라북도 전주시 덕진구 호성동1가736,35.8566213,127.1511373
초등학교,전라북도 전주시 덕진구 호성동1가736,35.8566213,127.1511373
유치원,전라북도 전주시 덕진구 호성동1가819,35.8595749,127.1511401
유치원,전라북도 전주시 덕진구 호성동1가819,35.8595749,127.1511401
위험물저장및처리시설,전라북도 전주시 덕진구 호성동2가476-5,35.8742859,127.143763
유치원,전라북도 전주시 덕진구 호성동2가482-3,35.87369,127.1466564
기타위험물저장처리시설,전라북도 전주시 덕진구 호성동2가593-4,35.8717724,127.1486193
액화석유가스충전소,전라북도 전주시 덕진구 호성동2가642-1,35.8675998,127.1448758
액화석유가스충전소,전라북도 전주시 덕진구 호성동2가642-1,35.8675998,127.1448758
액화석유가스충전소,전라북도 전주시 덕진구 호성동2가642-1,35.8675998,127.1448758
위험물저장및처리시설,전라북도 전주시 덕진구 호성동2가642-1,35.8675998,127.1448758
어린이집,전라북도 전주시 덕진구 호성동2가676-1,35.8721375,127.1435569
어린이집,전라북도 전주시 덕진구 호성동2가694-2,35.8724964,127.1425653
노인복지시설,전라북도 전주시 덕진구 호성동2가731-1,35.8736917,127.1436111
노인복지시설,전라북도 전주시 덕진구 호성동2가793-1,35.8796406,127.1427729
노유자시설,전라북도 전주시 덕진구 호성동2가793-1,35.8796406,127.1427729
노인복지시설,전라북도 전주시 덕진구 호성동3가490-2,35.8942571,127.1388825
노인복지시설,전라북도 전주시 덕진구 호성동3가745-11,35.8978985,127.1311543
노인복지시설,전라북도 전주시 덕진구 전미동1가785-1,35.8960131,127.1179391
노인복지시설,전라북도 전주시 덕진구 전미동1가856-1,35.8981926,127.1226349
노인복지시설,전라북도 전주시 덕진구 전미동1가856-1,35.8981926,127.1226349
위험물저장및처리시설,전라북도 전주시 덕진구 전미동1가1096-17,35.8921051,127.1281827
기타위험물저장처리시설,전라북도 전주시 덕진구 전미동2가28976,35.8870214,127.1042307
초등학교,전라북도 전주시 덕진구 전미동2가305-2,35.8840721,127.1096565
액화가스판매소,전라북도 전주시 덕진구 전미동2가437-45,35.8803931,127.1184778
노인복지시설,전라북도 전주시 덕진구 전미동2가546-2,35.8814442,127.1049735
노인복지시설,전라북도 전주시 덕진구 전미동2가752-1,35.8839397,127.1057916
노인복지시설,전라북도 전주시 덕진구 전미동2가799,35.8877401,127.103568
노인복지시설,전라북도 전주시 덕진구 전미동2가843-7,35.8902163,127.104939
노인복지시설,전라북도 전주시 덕진구 전미동2가1277-2,35.8892982,127.0947639
영유아보육시설,전라북도 전주시 덕진구 송천동1가43807,35.860772,127.1287357
노인복지시설,전라북도 전주시 덕진구 송천동1가24,35.8643014,127.1349714
노인복지시설,전라북도 전주시 덕진구 송천동1가24,35.8643014,127.1349714
초등학교,전라북도 전주시 덕진구 송천동1가107-1,35.8633129,127.1244312
초등학교,전라북도 전주시 덕진구 송천동1가107-1,35.8633129,127.1244312
초등학교,전라북도 전주시 덕진구 송천동1가107-1,35.8633129,127.1244312
기타아동관련시설,전라북도 전주시 덕진구 송천동1가107-29,35.8630947,127.1256549
유치원,전라북도 전주시 덕진구 송천동1가107-83,35.8637698,127.1282584
유치원,전라북도 전주시 덕진구 송천동1가107-85,35.8636307,127.1281027
어린이집,전라북도 전주시 덕진구 송천동1가107-86,35.8634906,127.1280422
어린이집,전라북도 전주시 덕진구 송천동1가107-144,35.8631724,127.1286635
유치원,전라북도 전주시 덕진구 송천동1가107-161,35.8635262,127.12538
고등학교,전라북도 전주시 덕진구 송천동1가111-3,35.8627626,127.1230034
고등학교,전라북도 전주시 덕진구 송천동1가111-3,35.8627626,127.1230034
고등학교,전라북도 전주시 덕진구 송천동1가111-3,35.8627626,127.1230034
고등학교,전라북도 전주시 덕진구 송천동1가111-3,35.8627626,127.1230034
한의원,전라북도 전주시 덕진구 송천동1가113-27,35.8611851,127.1226045
한방병원,전라북도 전주시 덕진구 송천동1가116,35.861598,127.1264497
어린이집,전라북도 전주시 덕진구 송천동1가128-6,35.8590143,127.1258802
중학교,전라북도 전주시 덕진구 송천동1가128-10,35.8592,127.124389
중학교,전라북도 전주시 덕진구 송천동1가128-10,35.8592,127.124389
중학교,전라북도 전주시 덕진구 송천동1가128-10,35.8592,127.124389
중학교,전라북도 전주시 덕진구 송천동1가128-10,35.8592,127.124389
중학교,전라북도 전주시 덕진구 송천동1가128-10,35.8592,127.124389
중학교,전라북도 전주시 덕진구 송천동1가128-10,35.8592,127.124389
중학교,전라북도 전주시 덕진구 송천동1가128-10,35.8592,127.124389
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
고등학교,전라북도 전주시 덕진구 송천동1가137-25,35.8604169,127.1247786
영유아보육시설,전라북도 전주시 덕진구 송천동1가137-50,35.8597747,127.1258276
유치원,전라북도 전주시 덕진구 송천동1가252-2,35.8524637,127.1217961
영유아보육시설,전라북도 전주시 덕진구 송천동1가265-48,35.8520317,127.1213879
기타학교,전라북도 전주시 덕진구 송천동1가283-1,35.8535934,127.1202525
기타학교,전라북도 전주시 덕진구 송천동1가283-1,35.8535934,127.1202525
기타학교,전라북도 전주시 덕진구 송천동1가283-1,35.8535934,127.1202525
기타학교,전라북도 전주시 덕진구 송천동1가283-1,35.8535934,127.1202525
기타학교,전라북도 전주시 덕진구 송천동1가283-1,35.8535934,127.1202525
병원,전라북도 전주시 덕진구 송천동1가292-7,35.8535028,127.1189549
기숙사,전라북도 전주시 덕진구 송천동1가364-1,35.855827,127.1224908
어린이집,전라북도 전주시 덕진구 송천동1가374-4,35.8553815,127.1208494
노인복지시설,전라북도 전주시 덕진구 송천동1가390-2,35.8565426,127.1212628
노유자시설,전라북도 전주시 덕진구 송천동1가390-2,35.8565426,127.1212628
영유아보육시설,전라북도 전주시 덕진구 송천동1가391-16,35.8559841,127.1210498
노인복지시설,전라북도 전주시 덕진구 송천동1가391-23,35.8558004,127.1210729
어린이집,전라북도 전주시 덕진구 송천동1가393-10,35.8568369,127.122431
중학교,전라북도 전주시 덕진구 송천동1가395-26,35.8580093,127.1227712
중학교,전라북도 전주시 덕진구 송천동1가395-26,35.8580093,127.1227712
중학교,전라북도 전주시 덕진구 송천동1가395-26,35.8580093,127.1227712
중학교,전라북도 전주시 덕진구 송천동1가395-26,35.8580093,127.1227712
중학교,전라북도 전주시 덕진구 송천동1가395-26,35.8580093,127.1227712
초등학교,전라북도 전주시 덕진구 송천동1가397,35.8576601,127.1197603
초등학교,전라북도 전주시 덕진구 송천동1가397,35.8576601,127.1197603
초등학교,전라북도 전주시 덕진구 송천동1가397,35.8576601,127.1197603
초등학교,전라북도 전주시 덕진구 송천동1가397,35.8576601,127.1197603
초등학교,전라북도 전주시 덕진구 송천동1가397,35.8576601,127.1197603
초등학교,전라북도 전주시 덕진구 송천동1가397,35.8576601,127.1197603
초등학교,전라북도 전주시 덕진구 송천동1가397,35.8576601,127.1197603
교육(연수)원,전라북도 전주시 덕진구 송천동1가459-1,35.8619365,127.1212066
노인복지시설,전라북도 전주시 덕진구 송천동1가459-44,35.8616172,127.1209212
병원,전라북도 전주시 덕진구 송천동1가474-2,35.8582061,127.1205935
초등학교,전라북도 전주시 덕진구 송천동1가602,35.8617831,127.1112555
초등학교,전라북도 전주시 덕진구 송천동1가602,35.8617831,127.1112555
초등학교,전라북도 전주시 덕진구 송천동1가602,35.8617831,127.1112555
기타아동관련시설,전라북도 전주시 덕진구 송천동1가616,35.8602299,127.1134186
위험물저장및처리시설,전라북도 전주시 덕진구 송천동1가632,35.8609874,127.1157907
노인복지시설,전라북도 전주시 덕진구 송천동1가742,35.8611784,127.1088286
초등학교,전라북도 전주시 덕진구 송천동1가842,35.8623372,127.1175838
위험물저장소,전라북도 전주시 덕진구 송천동2가41-51,35.8687841,127.1398259
액화석유가스충전소,전라북도 전주시 덕진구 송천동2가69-47,35.8697354,127.1374869
액화석유가스충전소,전라북도 전주시 덕진구 송천동2가69-47,35.8697354,127.1374869
액화석유가스충전소,전라북도 전주시 덕진구 송천동2가69-47,35.8697354,127.1374869
어린이집,전라북도 전주시 덕진구 송천동2가175-47,35.8676999,127.1299361
초등학교,전라북도 전주시 덕진구 송천동2가179-23,35.8659851,127.1306203
어린이집,전라북도 전주시 덕진구 송천동2가255-1,35.8681747,127.1229748
석유판매소,전라북도 전주시 덕진구 송천동2가333-10,35.8700749,127.1228797
한방병원,전라북도 전주시 덕진구 송천동2가540,35.8625404,127.113353
유치원,전라북도 전주시 덕진구 송천동2가556-9,35.8648946,127.1123878
영유아보육시설,전라북도 전주시 덕진구 송천동2가608-5,35.8688713,127.1130156
위험물저장소,전라북도 전주시 덕진구 송천동2가618-1,35.8701285,127.1166702
위험물저장소,전라북도 전주시 덕진구 송천동2가618-1,35.8701285,127.1166702
기타위험물저장처리시설,전라북도 전주시 덕진구 송천동2가664-9,35.8701752,127.1118772
기타위험물저장처리시설,전라북도 전주시 덕진구 송천동2가677-6,35.8722974,127.1141524
유치원,전라북도 전주시 덕진구 송천동2가681-5,35.8724116,127.1131334
어린이집,전라북도 전주시 덕진구 송천동2가700-39,35.8740842,127.1115279
액화석유가스충전소,전라북도 전주시 덕진구 송천동2가1202-2,35.8702414,127.1094945
액화석유가스충전소,전라북도 전주시 덕진구 송천동2가1202-2,35.8702414,127.1094945
초등학교,전라북도 전주시 덕진구 송천동2가1269,35.8692108,127.1266286
초등학교,전라북도 전주시 덕진구 송천동2가1269,35.8692108,127.1266286
노인복지시설,전라북도 전주시 덕진구 반월동234-12,35.8746041,127.0754354
사회복지시설,전라북도 전주시 덕진구 반월동342-2,35.870719,127.0699947
위험물저장및처리시설,전라북도 전주시 덕진구 반월동422-21,35.8741731,127.0726021
액화석유가스충전소,전라북도 전주시 덕진구 반월동612-1,35.8879766,127.0767264
액화석유가스충전소,전라북도 전주시 덕진구 반월동612-1,35.8879766,127.0767264
기타위험물저장처리시설,전라북도 전주시 덕진구 반월동726-1,35.8737825,127.0629204
요양병원,전라북도 전주시 덕진구 반월동849,35.8735509,127.0584338
노인복지시설,전라북도 전주시 덕진구 반월동853-2,35.8729953,127.0609087
노유자시설,전라북도 전주시 덕진구 화전동84-17,35.8923469,127.0657643
노인복지시설,전라북도 전주시 덕진구 화전동84-17,35.8923469,127.0657643
기타아동관련시설,전라북도 전주시 덕진구 용정동11841,35.8802137,127.053357
초등학교,전라북도 전주시 덕진구 용정동483,35.8769289,127.0516585
초등학교,전라북도 전주시 덕진구 용정동483,35.8769289,127.0516585
초등학교,전라북도 전주시 덕진구 용정동483,35.8769289,127.0516585
초등학교,전라북도 전주시 덕진구 용정동483,35.8769289,127.0516585
초등학교,전라북도 전주시 덕진구 용정동483,35.8769289,127.0516585
기타위험물저장처리시설,전라북도 전주시 덕진구 성덕동509-3,35.8767822,127.0319149
노인복지시설,전라북도 전주시 덕진구 성덕동550-3,35.8775572,127.0315666
발전소,전라북도 전주시 덕진구 원동43468,35.8601915,127.0371092
노인복지시설,전라북도 전주시 덕진구 원동201-20,35.8683751,127.037546
노인복지시설,전라북도 전주시 덕진구 원동352-3,35.8519205,127.0332003
노인복지시설,전라북도 전주시 덕진구 원동352-3,35.8519205,127.0332003
노인복지시설,전라북도 전주시 덕진구 원동615-6,35.873872,127.0274643
초등학교,전라북도 전주시 덕진구 동산동374-1,35.8637005,127.094642
기타학교,전라북도 전주시 덕진구 동산동374-1,35.8637005,127.094642
초등학교,전라북도 전주시 덕진구 동산동374-1,35.8637005,127.094642
사회복지시설,전라북도 전주시 덕진구 동산동567-20,35.8684818,127.078504
공장,전라북도 전주시 덕진구 동산동571-16,35.871559,127.0795912
영유아보육시설,전라북도 전주시 덕진구 동산동599-1,35.8709756,127.0808481
영유아보육시설,전라북도 전주시 덕진구 동산동599-1,35.8709756,127.0808481
영유아보육시설,전라북도 전주시 덕진구 동산동628-18,35.8711068,127.08116
노인복지시설,전라북도 전주시 덕진구 동산동654-2,35.8738298,127.0797654
고등학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
고등학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
고등학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
고등학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
중학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
고등학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
중학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
고등학교,전라북도 전주시 덕진구 동산동685-1,35.8742473,127.0776831
영유아보육시설,전라북도 전주시 덕진구 동산동692-10,35.8727582,127.0783592
액화석유가스충전소,전라북도 전주시 덕진구 동산동750,35.8710201,127.0745059
액화석유가스충전소,전라북도 전주시 덕진구 동산동750,35.8710201,127.0745059
노인복지시설,전라북도 전주시 덕진구 고랑동581-7,35.8839743,127.0882147
기타위험물저장처리시설,전라북도 전주시 덕진구 고랑동609-43,35.8776851,127.078187
고등학교,전라북도 전주시 덕진구 고랑동721-1,35.8732471,127.0844176
영유아보육시설,전라북도 전주시 덕진구 고랑동726-1,35.8734419,127.0859723
어린이집,전라북도 전주시 덕진구 고랑동735,35.8742075,127.0846125
액화석유가스충전소,전라북도 전주시 덕진구 고랑동1080-4,35.8928172,127.0775132
액화석유가스충전소,전라북도 전주시 덕진구 고랑동1080-4,35.8928172,127.0775132
액화석유가스충전소,전라북도 전주시 덕진구 고랑동1080-4,35.8928172,127.0775132
유독물보관저장시설,전라북도 전주시 덕진구 여의동530-11,35.8566231,127.0785814
액화가스판매소,전라북도 전주시 덕진구 여의동539-28,35.8566877,127.081725
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
고등학교,전라북도 전주시 덕진구 여의동548-2,35.8634209,127.0742709
요양병원,전라북도 전주시 덕진구 여의동558-4,35.864471,127.0809808
액화가스판매소,전라북도 전주시 덕진구 여의동566-4,35.8656185,127.0786423
초등학교,전라북도 전주시 덕진구 여의동572-1,35.8696041,127.0759541
초등학교,전라북도 전주시 덕진구 여의동572-1,35.8696041,127.0759541
초등학교,전라북도 전주시 덕진구 여의동572-1,35.8696041,127.0759541
초등학교,전라북도 전주시 덕진구 여의동572-1,35.8696041,127.0759541
초등학교,전라북도 전주시 덕진구 여의동572-1,35.8696041,127.0759541
초등학교,전라북도 전주시 덕진구 여의동572-1,35.8696041,127.0759541
초등학교,전라북도 전주시 덕진구 여의동572-1,35.8696041,127.0759541
요양병원,전라북도 전주시 덕진구 여의동620,35.8700619,127.0732524
교육(연수)원,전라북도 전주시 덕진구 여의동691-1,35.8676516,127.0761451
기타위험물저장처리시설,전라북도 전주시 덕진구 여의동691-11,35.8664207,127.075949
유독물보관저장시설,전라북도 전주시 덕진구 여의동751,35.8607577,127.0771064
폐기물처리시설,전라북도 전주시 덕진구 여의동751-41,35.8591183,127.0809839
위험물저장소,전라북도 전주시 덕진구 여의동753-4,35.8614273,127.0778017
폐기물처리시설,전라북도 전주시 덕진구 여의동798-2,35.8553202,127.0771041
공장,전라북도 전주시 덕진구 여의동837,35.8519045,127.0794774
액화가스취급소,전라북도 전주시 덕진구 여의동855-4,35.8520408,127.0765775
노인복지시설,전라북도 전주시 덕진구 여의동986-1,35.849771,127.072428
노인복지시설,전라북도 전주시 덕진구 여의동986-1,35.849771,127.072428
노인복지시설,전라북도 전주시 덕진구 여의동1235-15,35.8708847,127.0733658
유치원,전라북도 전주시 덕진구 만성동13,35.8477059,127.0850987
기타병원,전라북도 전주시 덕진구 만성동135,35.8367069,127.0785583
노인복지시설,전라북도 전주시 덕진구 만성동194-6,35.8408224,127.0815149
노인복지시설,전라북도 전주시 덕진구 만성동582-3,35.8362447,127.0784641
노인복지시설,전라북도 전주시 덕진구 만성동582-3,35.8362447,127.0784641
위험물저장소,전라북도 전주시 덕진구 만성동770,35.8253157,127.0713381
노인복지시설,전라북도 전주시 덕진구 장동225-1,35.8466555,127.0597194
초등학교,전라북도 전주시 덕진구 장동258-2,35.8493373,127.0598848
초등학교,전라북도 전주시 덕진구 장동258-2,35.8493373,127.0598848
초등학교,전라북도 전주시 덕진구 장동258-2,35.8493373,127.0598848
기타학교,전라북도 전주시 덕진구 장동258-2,35.8493373,127.0598848
석유판매소,전라북도 전주시 덕진구 장동513-5,35.8526596,127.0671811
사회복지시설,전라북도 전주시 덕진구 장동603-5,35.8539547,127.0653171
기타의료시설,전라북도 전주시 덕진구 장동603-5,35.8539547,127.0653171
기타의료시설,전라북도 전주시 덕진구 장동603-5,35.8539547,127.0653171
액화석유가스충전소,전라북도 전주시 덕진구 장동702-4,35.8645597,127.0616682
액화석유가스충전소,전라북도 전주시 덕진구 장동702-4,35.8645597,127.0616682
액화석유가스충전소,전라북도 전주시 덕진구 장동702-4,35.8645597,127.0616682
노인복지시설,전라북도 전주시 덕진구 장동974-16,35.8661605,127.0486233
노인복지시설,전라북도 전주시 덕진구 장동974-16,35.8661605,127.0486233
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동4가160-2,35.8654799,127.1000663
공장,전라북도 전주시 덕진구 팔복동4가166-11,35.8664229,127.1003512
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동4가205-7,35.8624638,127.1037597
유해공장,전라북도 전주시 덕진구 팔복동4가215-64,35.8619594,127.1052557
