,Latitude,Longitude,clustering_KM,clustering_DB,clustering_AC,clustering_GMM
262,35.8471872,127.1405894,3,-1,2,4
263,35.8322059,127.05672549999998,3,-1,2,4
264,35.8471872,127.1405894,3,-1,2,4
265,35.8471872,127.1405894,3,-1,2,4
266,35.8101967,127.1606098,3,-1,2,0
267,35.8333833,127.1217053,3,-1,2,4
268,35.80743270000001,127.1049361,3,-1,2,0
269,35.8197638,127.1081298,3,-1,2,0
270,35.8650602,127.0636731,3,-1,2,4
271,35.8365218,127.1310205,3,-1,2,4
272,35.836566,127.1312712,3,-1,2,4
273,35.8376269,127.1325348,3,-1,2,4
274,35.8381581,127.13269950000002,3,-1,2,4
275,35.8383123,127.1329723,3,-1,2,4
276,35.8429961,127.1393284,3,-1,2,4
277,35.8432105,127.1390616,3,-1,2,4
278,35.8449406,127.1448047,3,-1,2,4
279,35.8475299,127.1502545,3,-1,2,4
280,35.8257236,127.17376029999998,3,-1,2,4
281,35.82059270000001,127.1603986,3,-1,2,4
282,35.8156191,127.1617955,3,-1,2,4
283,35.8167225,127.1579606,3,-1,2,4
